sex;salary-class;race;workclass;marital-status;occupation;education;native-country
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;10th;United-States
Female;<=50K;White;Private;Divorced;Adm-clerical;Some-college;United-States
Male;<=50K;White;Self-emp-not-inc;Never-married;Adm-clerical;Some-college;United-States
Female;<=50K;White;Private;Never-married;Sales;Bachelors;United-States
Male;>50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad;United-States
Female;<=50K;White;Private;Divorced;Machine-op-inspct;10th;United-States
Female;>50K;White;Federal-gov;Never-married;Prof-specialty;Assoc-voc;United-States
Male;<=50K;White;Private;Never-married;Transport-moving;11th;United-States
Male;>50K;Black;Federal-gov;Never-married;Exec-managerial;Some-college;United-States
Female;<=50K;White;State-gov;Never-married;Adm-clerical;Some-college;United-States
Female;<=50K;Black;Private;Married-civ-spouse;Other-service;10th;United-States
Male;>50K;White;Private;Married-civ-spouse;Prof-specialty;Masters;United-States
Female;<=50K;Amer-Indian-Eskimo;Local-gov;Divorced;Exec-managerial;HS-grad;United-States
Male;<=50K;White;Private;Divorced;Protective-serv;HS-grad;United-States
Male;<=50K;White;Private;Married-civ-spouse;Sales;Assoc-acdm;United-States
Male;>50K;White;Private;Married-civ-spouse;Prof-specialty;Some-college;United-States
Male;>50K;White;Private;Married-civ-spouse;Sales;Bachelors;United-States
Male;>50K;White;Private;Married-civ-spouse;Other-service;Some-college;United-States
Female;<=50K;White;Private;Never-married;Adm-clerical;Some-college;United-States
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Farming-fishing;5th-6th;United-States
Female;<=50K;Amer-Indian-Eskimo;Private;Never-married;Sales;HS-grad;United-States
Female;<=50K;Black;Private;Never-married;Adm-clerical;Some-college;United-States
Male;>50K;White;Local-gov;Married-civ-spouse;Prof-specialty;Masters;United-States
Female;<=50K;Black;Private;Separated;Sales;Some-college;United-States
Male;>50K;White;Self-emp-not-inc;Married-civ-spouse;Exec-managerial;1st-4th;Italy
Female;>50K;White;Local-gov;Married-civ-spouse;Prof-specialty;Masters;United-States
Male;<=50K;White;Federal-gov;Never-married;Protective-serv;Bachelors;United-States
Female;<=50K;Black;Local-gov;Never-married;Transport-moving;Some-college;United-States
Female;<=50K;Amer-Indian-Eskimo;Local-gov;Never-married;Exec-managerial;HS-grad;United-States
Female;<=50K;White;State-gov;Divorced;Exec-managerial;HS-grad;United-States
Female;<=50K;White;Private;Never-married;Sales;Bachelors;United-States
Male;<=50K;White;Local-gov;Never-married;Protective-serv;Assoc-voc;United-States
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Farming-fishing;5th-6th;Canada
Male;>50K;White;Local-gov;Married-civ-spouse;Farming-fishing;Some-college;United-States
Male;<=50K;White;Private;Never-married;Transport-moving;HS-grad;United-States
Male;<=50K;White;Private;Married-civ-spouse;Prof-specialty;HS-grad;United-States
Female;<=50K;White;Private;Divorced;Machine-op-inspct;11th;United-States
Female;<=50K;White;Private;Divorced;Adm-clerical;Some-college;United-States
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;Some-college;United-States
Female;<=50K;White;Private;Never-married;Prof-specialty;Bachelors;United-States
Male;<=50K;White;Local-gov;Married-civ-spouse;Craft-repair;HS-grad;United-States
Male;<=50K;White;Private;Divorced;Machine-op-inspct;HS-grad;United-States
Male;<=50K;White;Self-emp-not-inc;Divorced;Craft-repair;Bachelors;United-States
Female;>50K;White;Private;Married-civ-spouse;Adm-clerical;Bachelors;United-States
Female;<=50K;Black;Private;Divorced;Prof-specialty;Some-college;United-States
Female;<=50K;White;Private;Never-married;Craft-repair;HS-grad;United-States
Female;<=50K;White;Private;Married-civ-spouse;Prof-specialty;Some-college;United-States
Male;<=50K;White;Self-emp-not-inc;Divorced;Craft-repair;HS-grad;United-States
Female;<=50K;White;Private;Widowed;Prof-specialty;Assoc-voc;United-States
Female;<=50K;White;Private;Separated;Priv-house-serv;Some-college;Guatemala
Female;<=50K;White;Private;Divorced;Sales;HS-grad;United-States
Male;<=50K;White;Private;Divorced;Other-service;HS-grad;United-States
Male;<=50K;White;Local-gov;Married-civ-spouse;Protective-serv;Assoc-voc;United-States
Male;<=50K;White;Private;Divorced;Transport-moving;HS-grad;United-States
Female;<=50K;White;Private;Separated;Other-service;7th-8th;United-States
Male;>50K;White;Private;Married-civ-spouse;Craft-repair;Some-college;United-States
Male;<=50K;White;Private;Never-married;Prof-specialty;Bachelors;United-States
Female;<=50K;White;Private;Never-married;Machine-op-inspct;Some-college;Holand-Netherlands
Female;<=50K;White;Private;Never-married;Tech-support;HS-grad;United-States
Female;<=50K;Asian-Pac-Islander;Private;Married-civ-spouse;Sales;Some-college;Philippines
Male;<=50K;Asian-Pac-Islander;Self-emp-not-inc;Never-married;Farming-fishing;HS-grad;United-States
Female;<=50K;Black;Private;Divorced;Adm-clerical;HS-grad;United-States
Male;<=50K;White;Private;Never-married;Tech-support;HS-grad;United-States
Male;>50K;White;Private;Married-civ-spouse;Sales;Some-college;United-States
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Bachelors;United-States
Female;<=50K;White;Local-gov;Never-married;Prof-specialty;Masters;United-States
Male;<=50K;White;Private;Never-married;Other-service;HS-grad;United-States
Male;<=50K;White;Private;Married-civ-spouse;Sales;Assoc-voc;United-States
Female;<=50K;White;Private;Divorced;Machine-op-inspct;HS-grad;United-States
Female;>50K;White;Private;Married-civ-spouse;Prof-specialty;Some-college;United-States
Female;<=50K;White;Private;Never-married;Other-service;10th;United-States
Male;<=50K;White;Private;Never-married;Craft-repair;11th;United-States
Male;>50K;White;Private;Married-civ-spouse;Machine-op-inspct;HS-grad;United-States
Female;<=50K;White;State-gov;Divorced;Exec-managerial;Some-college;United-States
Male;<=50K;White;Private;Never-married;Handlers-cleaners;HS-grad;United-States
Female;<=50K;White;Private;Never-married;Sales;Bachelors;United-States
Male;>50K;White;Private;Married-civ-spouse;Prof-specialty;Bachelors;United-States
Male;<=50K;White;Private;Divorced;Other-service;11th;United-States
Female;<=50K;White;Private;Widowed;Other-service;Some-college;United-States
Female;<=50K;White;Private;Divorced;Other-service;10th;United-States
Male;>50K;White;Private;Married-civ-spouse;Prof-specialty;Prof-school;United-States
Male;>50K;White;Private;Married-civ-spouse;Machine-op-inspct;HS-grad;United-States
Male;<=50K;White;Private;Never-married;Transport-moving;HS-grad;United-States
Female;<=50K;White;Private;Never-married;Exec-managerial;HS-grad;United-States
Female;<=50K;Black;Federal-gov;Married-spouse-absent;Adm-clerical;HS-grad;Puerto-Rico
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Farming-fishing;HS-grad;United-States
Male;<=50K;White;Private;Never-married;Other-service;10th;Nicaragua
Female;<=50K;White;Private;Never-married;Exec-managerial;Some-college;United-States
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Masters;United-States
Male;>50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad;United-States
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;Bachelors;United-States
Male;<=50K;White;Private;Never-married;Transport-moving;HS-grad;United-States
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad;United-States
Male;<=50K;White;Private;Never-married;Farming-fishing;10th;United-States
Female;<=50K;Black;Private;Never-married;Sales;HS-grad;United-States
Male;>50K;White;Self-emp-inc;Widowed;Exec-managerial;Some-college;United-States
Male;<=50K;White;Private;Never-married;Protective-serv;HS-grad;United-States
Male;<=50K;White;Private;Never-married;Transport-moving;HS-grad;United-States
Male;<=50K;White;Private;Married-civ-spouse;Transport-moving;HS-grad;United-States
Male;<=50K;White;Private;Married-civ-spouse;Sales;Some-college;United-States
Male;>50K;White;Private;Never-married;Exec-managerial;Bachelors;United-States
Male;<=50K;White;Private;Never-married;Adm-clerical;Masters;United-States
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;11th;United-States
Male;<=50K;White;Private;Married-civ-spouse;Sales;HS-grad;United-States
Male;>50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad;United-States
Male;<=50K;Black;Private;Never-married;Handlers-cleaners;11th;United-States
Female;<=50K;White;State-gov;Never-married;Adm-clerical;Some-college;United-States
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad;United-States
Male;<=50K;White;Private;Married-civ-spouse;Prof-specialty;Some-college;United-States
Male;<=50K;White;Private;Divorced;Other-service;HS-grad;United-States
Male;<=50K;Black;Local-gov;Never-married;Other-service;HS-grad;United-States
Male;<=50K;White;Self-emp-not-inc;Never-married;Craft-repair;10th;United-States
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;HS-grad;United-States
Male;<=50K;White;Private;Never-married;Craft-repair;11th;United-States
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Craft-repair;HS-grad;United-States
Male;<=50K;White;Private;Never-married;Handlers-cleaners;11th;United-States
Female;<=50K;White;Private;Widowed;Handlers-cleaners;HS-grad;United-States
Female;<=50K;White;Local-gov;Divorced;Prof-specialty;Bachelors;United-States
Male;<=50K;White;Private;Separated;Tech-support;HS-grad;United-States
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;Some-college;United-States
Male;<=50K;White;Local-gov;Married-civ-spouse;Prof-specialty;Masters;United-States
Female;<=50K;White;Private;Divorced;Adm-clerical;Some-college;United-States
Male;<=50K;White;Private;Married-civ-spouse;Sales;HS-grad;United-States
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;7th-8th;United-States
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;Bachelors;United-States
Female;<=50K;White;Private;Never-married;Prof-specialty;Bachelors;United-States
Male;<=50K;Black;Private;Married-civ-spouse;Machine-op-inspct;Some-college;United-States
Female;<=50K;White;Private;Never-married;Other-service;10th;United-States
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;10th;United-States
Male;<=50K;Black;Self-emp-not-inc;Never-married;Other-service;Some-college;United-States
Female;<=50K;White;Private;Never-married;Adm-clerical;HS-grad;United-States
Male;<=50K;White;Local-gov;Married-civ-spouse;Transport-moving;HS-grad;United-States
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Farming-fishing;HS-grad;United-States
Female;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Farming-fishing;Some-college;United-States
Male;>50K;Black;State-gov;Married-civ-spouse;Protective-serv;HS-grad;United-States
Male;<=50K;Black;Local-gov;Never-married;Prof-specialty;Bachelors;England
Female;<=50K;Asian-Pac-Islander;Private;Divorced;Other-service;HS-grad;South
Female;<=50K;White;Private;Never-married;Exec-managerial;Bachelors;United-States
Male;>50K;Black;Self-emp-inc;Married-civ-spouse;Exec-managerial;Assoc-voc;United-States
Female;<=50K;White;Private;Divorced;Adm-clerical;Assoc-acdm;United-States
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;Some-college;United-States
Female;<=50K;White;Local-gov;Divorced;Other-service;Some-college;United-States
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Bachelors;United-States
Male;<=50K;Black;Private;Divorced;Transport-moving;HS-grad;United-States
Female;>50K;White;Private;Never-married;Prof-specialty;Bachelors;United-States
Male;>50K;White;Self-emp-not-inc;Married-civ-spouse;Sales;HS-grad;United-States
Male;<=50K;White;Private;Never-married;Other-service;11th;United-States
Female;<=50K;White;Private;Separated;Prof-specialty;Some-college;Germany
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Farming-fishing;Assoc-voc;United-States
Male;>50K;White;Self-emp-inc;Married-civ-spouse;Craft-repair;7th-8th;United-States
Female;<=50K;White;Self-emp-not-inc;Divorced;Prof-specialty;Masters;United-States
Male;<=50K;Black;Local-gov;Never-married;Craft-repair;10th;Haiti
Female;<=50K;White;Private;Divorced;Other-service;11th;United-States
Male;<=50K;White;Local-gov;Married-civ-spouse;Craft-repair;Bachelors;United-States
Female;<=50K;White;Private;Never-married;Prof-specialty;Some-college;United-States
Female;<=50K;Black;Private;Never-married;Adm-clerical;HS-grad;United-States
Male;>50K;White;Self-emp-not-inc;Married-civ-spouse;Sales;Bachelors;United-States
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Sales;HS-grad;United-States
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Craft-repair;Bachelors;United-States
Female;<=50K;White;Private;Divorced;Adm-clerical;HS-grad;United-States
Female;<=50K;White;Private;Separated;Machine-op-inspct;HS-grad;Cuba
Male;<=50K;White;Private;Married-civ-spouse;Sales;Some-college;United-States
Male;>50K;White;Local-gov;Married-civ-spouse;Prof-specialty;Bachelors;United-States
Female;<=50K;White;Private;Never-married;Exec-managerial;Some-college;United-States
Female;<=50K;White;Private;Never-married;Adm-clerical;Masters;United-States
Male;>50K;Asian-Pac-Islander;Self-emp-not-inc;Married-civ-spouse;Prof-specialty;Bachelors;United-States
Male;>50K;White;Self-emp-not-inc;Married-civ-spouse;Tech-support;HS-grad;United-States
Male;<=50K;White;Private;Never-married;Machine-op-inspct;HS-grad;United-States
Male;>50K;White;Federal-gov;Married-civ-spouse;Prof-specialty;Assoc-acdm;United-States
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad;United-States
Female;<=50K;White;Federal-gov;Never-married;Prof-specialty;Doctorate;United-States
Male;<=50K;White;Private;Never-married;Adm-clerical;Masters;United-States
Male;>50K;White;Federal-gov;Separated;Prof-specialty;Bachelors;United-States
Female;<=50K;White;Private;Never-married;Adm-clerical;Some-college;United-States
Male;<=50K;White;Private;Never-married;Craft-repair;HS-grad;United-States
Female;<=50K;White;Private;Never-married;Exec-managerial;HS-grad;United-States
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad;United-States
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;Some-college;United-States
Female;<=50K;White;Private;Never-married;Sales;10th;United-States
Male;>50K;Amer-Indian-Eskimo;Private;Never-married;Craft-repair;HS-grad;United-States
Male;<=50K;White;Private;Divorced;Transport-moving;HS-grad;United-States
Female;<=50K;White;Private;Separated;Other-service;7th-8th;United-States
Male;>50K;Asian-Pac-Islander;Self-emp-inc;Married-civ-spouse;Exec-managerial;Bachelors;Japan
Female;<=50K;Amer-Indian-Eskimo;Private;Separated;Sales;HS-grad;United-States
Male;>50K;White;Local-gov;Married-civ-spouse;Protective-serv;Some-college;United-States
Male;<=50K;White;Private;Married-civ-spouse;Farming-fishing;HS-grad;United-States
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;7th-8th;United-States
Female;<=50K;Black;Private;Widowed;Other-service;7th-8th;United-States
Female;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Farming-fishing;HS-grad;United-States
Male;<=50K;Asian-Pac-Islander;Private;Never-married;Craft-repair;HS-grad;Vietnam
Male;<=50K;White;Private;Married-civ-spouse;Protective-serv;HS-grad;United-States
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad;United-States
Male;>50K;Black;Private;Never-married;Prof-specialty;Bachelors;United-States
Male;<=50K;White;Self-emp-inc;Married-civ-spouse;Exec-managerial;Assoc-voc;United-States
Male;<=50K;Asian-Pac-Islander;Private;Married-civ-spouse;Craft-repair;Some-college;United-States
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Sales;Some-college;United-States
Male;<=50K;White;Private;Married-civ-spouse;Other-service;HS-grad;United-States
Male;<=50K;White;Self-emp-not-inc;Never-married;Protective-serv;HS-grad;United-States
Male;<=50K;Amer-Indian-Eskimo;Local-gov;Never-married;Protective-serv;HS-grad;United-States
Female;>50K;Black;Private;Married-civ-spouse;Other-service;Assoc-voc;United-States
Male;<=50K;White;Private;Married-civ-spouse;Exec-managerial;Some-college;United-States
Female;<=50K;Black;Private;Separated;Other-service;HS-grad;United-States
Female;>50K;White;State-gov;Married-civ-spouse;Prof-specialty;Doctorate;United-States
Male;>50K;White;Private;Married-civ-spouse;Prof-specialty;Bachelors;United-States
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad;United-States
Male;<=50K;White;Local-gov;Never-married;Protective-serv;11th;United-States
Female;<=50K;White;Private;Divorced;Other-service;7th-8th;United-States
Male;<=50K;White;Private;Married-civ-spouse;Sales;HS-grad;United-States
Female;<=50K;White;Self-emp-not-inc;Divorced;Other-service;HS-grad;United-States
Male;>50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad;United-States
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Exec-managerial;Some-college;United-States
Female;<=50K;White;Local-gov;Never-married;Prof-specialty;Bachelors;United-States
Male;<=50K;White;Private;Never-married;Handlers-cleaners;11th;United-States
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Assoc-voc;United-States
Female;<=50K;White;Private;Widowed;Exec-managerial;Some-college;United-States
Female;<=50K;White;Private;Never-married;Exec-managerial;Some-college;United-States
Female;<=50K;White;Private;Married-spouse-absent;Adm-clerical;Assoc-acdm;United-States
Female;<=50K;Black;Private;Never-married;Adm-clerical;HS-grad;United-States
Female;<=50K;Black;State-gov;Divorced;Adm-clerical;Some-college;United-States
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;9th;United-States
Male;<=50K;White;Private;Never-married;Machine-op-inspct;Bachelors;United-States
Male;>50K;White;Self-emp-not-inc;Married-civ-spouse;Prof-specialty;Prof-school;United-States
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;Bachelors;United-States
Male;>50K;White;Local-gov;Divorced;Exec-managerial;Some-college;United-States
Male;<=50K;White;Private;Divorced;Other-service;Bachelors;United-States
Male;>50K;Black;Private;Married-civ-spouse;Craft-repair;HS-grad;United-States
Male;>50K;White;Self-emp-not-inc;Married-civ-spouse;Craft-repair;Some-college;United-States
Male;<=50K;White;Private;Married-civ-spouse;Sales;Assoc-acdm;United-States
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad;United-States
Male;>50K;White;Private;Widowed;Exec-managerial;Bachelors;United-States
Male;<=50K;White;Private;Never-married;Prof-specialty;Bachelors;United-States
Male;<=50K;White;Private;Never-married;Exec-managerial;HS-grad;United-States
Male;<=50K;White;Self-emp-not-inc;Never-married;Craft-repair;HS-grad;United-States
Female;<=50K;White;Private;Divorced;Other-service;Some-college;United-States
Female;<=50K;White;Private;Never-married;Adm-clerical;Some-college;United-States
Male;<=50K;White;Private;Never-married;Craft-repair;12th;Mexico
Male;>50K;White;Self-emp-inc;Married-civ-spouse;Exec-managerial;HS-grad;United-States
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Some-college;United-States
Male;<=50K;Black;Private;Divorced;Machine-op-inspct;HS-grad;United-States
Female;>50K;White;Private;Married-civ-spouse;Tech-support;Bachelors;United-States
Female;<=50K;Black;Private;Never-married;Machine-op-inspct;HS-grad;United-States
Female;>50K;White;Private;Married-civ-spouse;Exec-managerial;Assoc-voc;United-States
Female;>50K;White;Local-gov;Married-civ-spouse;Prof-specialty;Doctorate;United-States
Male;<=50K;White;Private;Married-civ-spouse;Other-service;Some-college;United-States
Male;>50K;White;Private;Married-civ-spouse;Adm-clerical;Bachelors;United-States
Male;<=50K;Black;Private;Divorced;Adm-clerical;Assoc-acdm;United-States
Male;<=50K;White;Private;Never-married;Exec-managerial;Bachelors;United-States
Male;>50K;White;Self-emp-inc;Married-civ-spouse;Exec-managerial;Some-college;United-States
Male;<=50K;White;Private;Never-married;Handlers-cleaners;Some-college;United-States
Male;<=50K;White;Private;Never-married;Tech-support;Masters;United-States
Male;>50K;White;Private;Married-civ-spouse;Craft-repair;Assoc-voc;United-States
Female;<=50K;White;Private;Never-married;Exec-managerial;Bachelors;United-States
Male;<=50K;White;State-gov;Married-civ-spouse;Adm-clerical;HS-grad;United-States
Female;<=50K;White;Private;Widowed;Adm-clerical;Masters;United-States
Female;<=50K;White;Private;Never-married;Other-service;Some-college;United-States
Female;<=50K;White;Private;Never-married;Adm-clerical;Bachelors;United-States
Female;<=50K;White;Private;Widowed;Priv-house-serv;7th-8th;United-States
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Masters;United-States
Female;<=50K;White;Private;Divorced;Tech-support;HS-grad;United-States
Male;<=50K;Black;Private;Divorced;Craft-repair;Assoc-acdm;United-States
Male;<=50K;White;Private;Divorced;Transport-moving;HS-grad;United-States
Male;<=50K;White;State-gov;Never-married;Adm-clerical;Some-college;United-States
Male;<=50K;White;Private;Never-married;Other-service;Bachelors;Canada
Female;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;HS-grad;United-States
Female;<=50K;Black;Private;Divorced;Prof-specialty;Some-college;United-States
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Transport-moving;Some-college;United-States
Male;<=50K;Amer-Indian-Eskimo;Private;Never-married;Protective-serv;HS-grad;United-States
Male;<=50K;Other;Private;Never-married;Machine-op-inspct;Assoc-voc;United-States
Female;<=50K;Black;Private;Divorced;Adm-clerical;Some-college;United-States
Female;<=50K;White;Private;Never-married;Adm-clerical;Masters;United-States
Female;<=50K;White;Federal-gov;Married-civ-spouse;Adm-clerical;Some-college;United-States
Male;<=50K;White;State-gov;Never-married;Exec-managerial;Masters;United-States
Male;<=50K;White;Local-gov;Never-married;Prof-specialty;Bachelors;United-States
Male;<=50K;White;Self-emp-inc;Married-civ-spouse;Craft-repair;HS-grad;United-States
Female;<=50K;White;Private;Separated;Sales;Some-college;United-States
Female;>50K;White;Private;Never-married;Prof-specialty;Doctorate;United-States
Male;>50K;White;Private;Married-civ-spouse;Transport-moving;HS-grad;United-States
Male;<=50K;White;Private;Never-married;Other-service;HS-grad;United-States
Male;<=50K;White;Private;Married-civ-spouse;Transport-moving;HS-grad;United-States
Male;<=50K;White;Private;Never-married;Exec-managerial;Some-college;United-States
Male;>50K;White;Private;Never-married;Exec-managerial;Bachelors;United-States
Female;<=50K;White;Private;Divorced;Adm-clerical;Some-college;United-States
Female;>50K;White;Private;Never-married;Prof-specialty;Assoc-acdm;United-States
Male;<=50K;White;Private;Married-civ-spouse;Other-service;11th;United-States
Male;>50K;White;Private;Married-civ-spouse;Other-service;Bachelors;United-States
Male;<=50K;White;Private;Never-married;Machine-op-inspct;HS-grad;United-States
Male;>50K;White;Self-emp-inc;Married-civ-spouse;Farming-fishing;Doctorate;United-States
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Farming-fishing;Masters;United-States
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Farming-fishing;9th;United-States
Male;<=50K;Black;Private;Separated;Craft-repair;HS-grad;United-States
Female;<=50K;White;Private;Divorced;Sales;HS-grad;United-States
Male;>50K;White;Self-emp-not-inc;Married-civ-spouse;Sales;Masters;United-States
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad;United-States
Female;<=50K;White;Private;Divorced;Other-service;HS-grad;United-States
Female;<=50K;White;Private;Never-married;Sales;HS-grad;United-States
Female;<=50K;Black;Private;Married-civ-spouse;Priv-house-serv;9th;United-States
Male;<=50K;White;Self-emp-not-inc;Never-married;Craft-repair;Some-college;United-States
Female;<=50K;White;Private;Married-civ-spouse;Adm-clerical;HS-grad;United-States
Male;<=50K;Black;Self-emp-not-inc;Divorced;Sales;Assoc-acdm;United-States
Female;<=50K;White;Local-gov;Married-spouse-absent;Transport-moving;HS-grad;United-States
Male;<=50K;White;Private;Divorced;Sales;HS-grad;United-States
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;Some-college;United-States
Female;<=50K;White;Private;Never-married;Adm-clerical;Some-college;United-States
Female;<=50K;White;Private;Married-spouse-absent;Other-service;Bachelors;United-States
Female;<=50K;White;Private;Never-married;Adm-clerical;Assoc-voc;United-States
Female;<=50K;Black;Private;Never-married;Adm-clerical;Some-college;United-States
Female;<=50K;White;Private;Never-married;Other-service;12th;United-States
Male;<=50K;White;Private;Married-civ-spouse;Sales;HS-grad;United-States
Male;<=50K;White;Private;Married-civ-spouse;Handlers-cleaners;5th-6th;Mexico
Female;<=50K;White;Private;Never-married;Prof-specialty;Bachelors;United-States
Male;<=50K;White;Private;Divorced;Transport-moving;HS-grad;United-States
Female;<=50K;White;Private;Never-married;Exec-managerial;Bachelors;United-States
Male;>50K;White;Private;Married-civ-spouse;Transport-moving;Some-college;United-States
Female;<=50K;Black;Private;Separated;Sales;10th;United-States
Male;<=50K;White;Private;Divorced;Transport-moving;Assoc-voc;United-States
Male;>50K;White;Private;Married-civ-spouse;Sales;Bachelors;United-States
Female;<=50K;White;Private;Divorced;Priv-house-serv;HS-grad;United-States
Male;>50K;White;Self-emp-inc;Married-civ-spouse;Exec-managerial;HS-grad;United-States
Male;<=50K;White;Local-gov;Never-married;Adm-clerical;Some-college;United-States
Male;>50K;White;Self-emp-inc;Married-civ-spouse;Exec-managerial;Masters;United-States
Female;<=50K;White;Private;Married-civ-spouse;Adm-clerical;HS-grad;United-States
Male;>50K;White;Private;Married-civ-spouse;Prof-specialty;Some-college;United-States
Male;<=50K;White;Private;Divorced;Adm-clerical;Bachelors;United-States
Male;>50K;White;Self-emp-inc;Married-civ-spouse;Sales;Bachelors;United-States
Male;>50K;White;State-gov;Married-civ-spouse;Prof-specialty;Doctorate;United-States
Male;<=50K;White;Private;Never-married;Other-service;10th;United-States
Male;<=50K;White;Private;Never-married;Craft-repair;HS-grad;United-States
Male;>50K;White;Private;Never-married;Sales;Masters;United-States
Female;<=50K;White;Private;Divorced;Adm-clerical;Some-college;United-States
Male;<=50K;White;Private;Never-married;Adm-clerical;Bachelors;United-States
Male;<=50K;White;State-gov;Never-married;Protective-serv;HS-grad;United-States
Male;<=50K;White;Private;Never-married;Exec-managerial;Some-college;United-States
Male;<=50K;Black;Private;Married-civ-spouse;Machine-op-inspct;7th-8th;United-States
Male;<=50K;White;Private;Divorced;Exec-managerial;HS-grad;United-States
Male;<=50K;White;Private;Never-married;Adm-clerical;HS-grad;United-States
Female;<=50K;White;Private;Widowed;Tech-support;Bachelors;United-States
Female;<=50K;White;Private;Divorced;Adm-clerical;Assoc-acdm;United-States
Female;<=50K;White;Local-gov;Never-married;Prof-specialty;Bachelors;United-States
Male;<=50K;White;Private;Married-civ-spouse;Transport-moving;HS-grad;United-States
Female;<=50K;White;Private;Never-married;Adm-clerical;Some-college;United-States
Male;<=50K;White;Private;Married-civ-spouse;Transport-moving;10th;United-States
Male;<=50K;White;Private;Never-married;Other-service;Assoc-acdm;Columbia
Male;>50K;White;Self-emp-inc;Married-civ-spouse;Prof-specialty;Bachelors;United-States
Male;>50K;White;Local-gov;Married-civ-spouse;Prof-specialty;Masters;United-States
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad;United-States
Male;<=50K;White;Private;Married-civ-spouse;Transport-moving;HS-grad;United-States
Male;>50K;White;Private;Married-civ-spouse;Handlers-cleaners;11th;United-States
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;11th;United-States
Male;>50K;White;Self-emp-not-inc;Married-civ-spouse;Sales;Bachelors;United-States
Male;<=50K;Asian-Pac-Islander;Private;Never-married;Prof-specialty;Prof-school;India
Male;<=50K;White;Private;Divorced;Adm-clerical;HS-grad;United-States
Male;<=50K;White;Private;Separated;Transport-moving;HS-grad;United-States
Male;<=50K;White;Private;Never-married;Transport-moving;12th;United-States
Male;<=50K;White;Private;Widowed;Craft-repair;HS-grad;United-States
Male;>50K;White;Self-emp-not-inc;Married-civ-spouse;Exec-managerial;Assoc-voc;United-States
Male;<=50K;White;Private;Divorced;Transport-moving;10th;United-States
Female;<=50K;Black;Private;Never-married;Adm-clerical;Some-college;United-States
Female;<=50K;Other;Private;Married-spouse-absent;Adm-clerical;Some-college;United-States
Female;<=50K;White;Private;Never-married;Adm-clerical;HS-grad;Cuba
Male;<=50K;White;Private;Married-civ-spouse;Sales;HS-grad;United-States
Male;<=50K;White;Private;Married-civ-spouse;Transport-moving;10th;United-States
